date_of_birth,yearofbirth,monthofbirth,dayofbirth,number_of_people
1941_03_18,1941,3,18,45
1941_03_19,1941,3,19,39
1941_03_20,1941,3,20,59
1941_03_21,1941,3,21,56
1941_03_22,1941,3,22,48
1941_03_23,1941,3,23,45
1941_03_24,1941,3,24,61
1941_03_25,1941,3,25,50
1941_03_26,1941,3,26,52
1941_03_27,1941,3,27,32
1941_03_28,1941,3,28,48
1941_03_29,1941,3,29,60
1941_03_30,1941,3,30,43
1941_03_31,1941,3,31,52
1941_04_01,1941,4,1,78
1941_04_02,1941,4,2,60
1941_04_03,1941,4,3,49
1941_04_04,1941,4,4,83
1941_04_05,1941,4,5,64
1941_04_06,1941,4,6,62
1941_04_07,1941,4,7,59
1941_04_08,1941,4,8,55
1941_04_09,1941,4,9,48
1941_04_10,1941,4,10,54
1941_04_11,1941,4,11,51
1941_04_12,1941,4,12,63
1941_04_13,1941,4,13,49
1941_04_14,1941,4,14,58
1941_04_15,1941,4,15,58
1941_04_16,1941,4,16,54
1941_04_17,1941,4,17,64
1941_04_18,1941,4,18,41
1941_04_19,1941,4,19,50
1941_04_20,1941,4,20,53
1941_04_21,1941,4,21,42
1941_04_22,1941,4,22,45
1941_04_23,1941,4,23,42
1941_04_24,1941,4,24,45
1941_04_25,1941,4,25,57
1941_04_26,1941,4,26,44
1941_04_27,1941,4,27,55
1941_04_28,1941,4,28,45
1941_04_29,1941,4,29,35
1941_04_30,1941,4,30,44
1941_05_01,1941,5,1,63
1941_05_02,1941,5,2,41
1941_05_03,1941,5,3,55
1941_05_04,1941,5,4,56
1941_05_05,1941,5,5,78
1941_05_06,1941,5,6,53
1941_05_07,1941,5,7,49
1941_05_08,1941,5,8,34
1941_05_09,1941,5,9,45
1941_05_10,1941,5,10,55
1941_05_11,1941,5,11,50
1941_05_12,1941,5,12,58
1941_05_13,1941,5,13,53
1941_05_14,1941,5,14,58
1941_05_15,1941,5,15,70
1941_05_16,1941,5,16,63
1941_05_17,1941,5,17,54
1941_05_18,1941,5,18,40
1941_05_19,1941,5,19,45
1941_05_20,1941,5,20,41
1941_05_21,1941,5,21,60
1941_05_22,1941,5,22,49
1941_05_23,1941,5,23,44
1941_05_24,1941,5,24,43
1941_05_25,1941,5,25,54
1941_05_26,1941,5,26,44
1941_05_27,1941,5,27,43
1941_05_28,1941,5,28,61
1941_05_29,1941,5,29,45
1941_05_30,1941,5,30,37
1941_05_31,1941,5,31,49
1941_06_01,1941,6,1,70
1941_06_02,1941,6,2,69
1941_06_03,1941,6,3,59
1941_06_04,1941,6,4,58
1941_06_05,1941,6,5,58
1941_06_06,1941,6,6,94
1941_06_07,1941,6,7,58
1941_06_08,1941,6,8,56
1941_06_09,1941,6,9,56
1941_06_10,1941,6,10,65
1941_06_11,1941,6,11,52
1941_06_12,1941,6,12,64
1941_06_13,1941,6,13,49
1941_06_14,1941,6,14,56
1941_06_15,1941,6,15,60
1941_06_16,1941,6,16,57
1941_06_17,1941,6,17,46
1941_06_18,1941,6,18,53
1941_06_19,1941,6,19,44
1941_06_20,1941,6,20,53
1941_06_21,1941,6,21,53
1941_06_22,1941,6,22,61
1941_06_23,1941,6,23,43
1941_06_24,1941,6,24,48
1941_06_25,1941,6,25,57
1941_06_26,1941,6,26,49
1941_06_27,1941,6,27,62
1941_06_28,1941,6,28,45
1941_06_29,1941,6,29,51
1941_06_30,1941,6,30,59
1941_07_01,1941,7,1,96
1941_07_02,1941,7,2,48
1941_07_03,1941,7,3,38
1941_07_04,1941,7,4,49
1941_07_05,1941,7,5,46
1941_07_06,1941,7,6,55
1941_07_07,1941,7,7,68
1941_07_08,1941,7,8,50
1941_07_09,1941,7,9,53
1941_07_10,1941,7,10,66
1941_07_11,1941,7,11,48
1941_07_12,1941,7,12,49
1941_07_13,1941,7,13,48
1941_07_14,1941,7,14,55
1941_07_15,1941,7,15,51
1941_07_16,1941,7,16,53
1941_07_17,1941,7,17,72
1941_07_18,1941,7,18,59
1941_07_19,1941,7,19,50
1941_07_20,1941,7,20,46
1941_07_21,1941,7,21,65
1941_07_22,1941,7,22,45
1941_07_23,1941,7,23,59
1941_07_24,1941,7,24,56
1941_07_25,1941,7,25,56
1941_07_26,1941,7,26,53
1941_07_27,1941,7,27,50
1941_07_28,1941,7,28,57
1941_07_29,1941,7,29,46
1941_07_30,1941,7,30,41
1941_07_31,1941,7,31,44
1941_08_01,1941,8,1,64
1941_08_02,1941,8,2,61
1941_08_03,1941,8,3,54
1941_08_04,1941,8,4,43
1941_08_05,1941,8,5,63
1941_08_06,1941,8,6,56
1941_08_07,1941,8,7,64
1941_08_08,1941,8,8,75
1941_08_09,1941,8,9,54
1941_08_10,1941,8,10,61
1941_08_11,1941,8,11,54
1941_08_12,1941,8,12,61
1941_08_13,1941,8,13,41
1941_08_14,1941,8,14,59
1941_08_15,1941,8,15,66
1941_08_16,1941,8,16,64
1941_08_17,1941,8,17,60
1941_08_18,1941,8,18,50
1941_08_19,1941,8,19,56
1941_08_20,1941,8,20,49
1941_08_21,1941,8,21,58
1941_08_22,1941,8,22,49
1941_08_23,1941,8,23,45
1941_08_24,1941,8,24,57
1941_08_25,1941,8,25,62
1941_08_26,1941,8,26,48
1941_08_27,1941,8,27,43
1941_08_28,1941,8,28,56
1941_08_29,1941,8,29,35
1941_08_30,1941,8,30,56
1941_08_31,1941,8,31,43
1941_09_01,1941,9,1,55
1941_09_02,1941,9,2,49
1941_09_03,1941,9,3,47
1941_09_04,1941,9,4,47
1941_09_05,1941,9,5,53
1941_09_06,1941,9,6,56
1941_09_07,1941,9,7,46
1941_09_08,1941,9,8,49
1941_09_09,1941,9,9,57
1941_09_10,1941,9,10,72
1941_09_11,1941,9,11,63
1941_09_12,1941,9,12,68
1941_09_13,1941,9,13,44
1941_09_14,1941,9,14,58
1941_09_15,1941,9,15,68
1941_09_16,1941,9,16,57
1941_09_17,1941,9,17,50
1941_09_18,1941,9,18,64
1941_09_19,1941,9,19,56
1941_09_20,1941,9,20,61
1941_09_21,1941,9,21,79
1941_09_22,1941,9,22,57
1941_09_23,1941,9,23,51
1941_09_24,1941,9,24,50
1941_09_25,1941,9,25,55
1941_09_26,1941,9,26,59
1941_09_27,1941,9,27,60
1941_09_28,1941,9,28,48
1941_09_29,1941,9,29,64
1941_09_30,1941,9,30,40
1941_10_01,1941,10,1,62
1941_10_02,1941,10,2,50
1941_10_03,1941,10,3,54
1941_10_04,1941,10,4,59
1941_10_05,1941,10,5,61
1941_10_06,1941,10,6,62
1941_10_07,1941,10,7,49
1941_10_08,1941,10,8,38
1941_10_09,1941,10,9,59
1941_10_10,1941,10,10,114
1941_10_11,1941,10,11,58
1941_10_12,1941,10,12,42
1941_10_13,1941,10,13,53
1941_10_14,1941,10,14,43
1941_10_15,1941,10,15,44
1941_10_16,1941,10,16,55
1941_10_17,1941,10,17,54
1941_10_18,1941,10,18,46
1941_10_19,1941,10,19,42
1941_10_20,1941,10,20,55
1941_10_21,1941,10,21,59
1941_10_22,1941,10,22,50
1941_10_23,1941,10,23,47
1941_10_24,1941,10,24,59
1941_10_25,1941,10,25,64
1941_10_26,1941,10,26,48
1941_10_27,1941,10,27,51
1941_10_28,1941,10,28,51
1941_10_29,1941,10,29,36
1941_10_30,1941,10,30,44
1941_10_31,1941,10,31,39
1941_11_01,1941,11,1,65
1941_11_02,1941,11,2,50
1941_11_03,1941,11,3,45
1941_11_04,1941,11,4,42
1941_11_05,1941,11,5,52
1941_11_06,1941,11,6,38
1941_11_07,1941,11,7,49
1941_11_08,1941,11,8,66
1941_11_09,1941,11,9,37
1941_11_10,1941,11,10,43
1941_11_11,1941,11,11,64
1941_11_12,1941,11,12,46
1941_11_13,1941,11,13,39
1941_11_14,1941,11,14,52
1941_11_15,1941,11,15,56
1941_11_16,1941,11,16,44
1941_11_17,1941,11,17,59
1941_11_18,1941,11,18,57
1941_11_19,1941,11,19,47
1941_11_20,1941,11,20,58
1941_11_21,1941,11,21,51
1941_11_22,1941,11,22,60
1941_11_23,1941,11,23,52
1941_11_24,1941,11,24,32
1941_11_25,1941,11,25,57
1941_11_26,1941,11,26,47
1941_11_27,1941,11,27,49
1941_11_28,1941,11,28,62
1941_11_29,1941,11,29,45
1941_11_30,1941,11,30,55
1941_12_01,1941,12,1,65
1941_12_02,1941,12,2,47
1941_12_03,1941,12,3,55
1941_12_04,1941,12,4,43
1941_12_05,1941,12,5,51
1941_12_06,1941,12,6,52
1941_12_07,1941,12,7,60
1941_12_08,1941,12,8,59
1941_12_09,1941,12,9,54
1941_12_10,1941,12,10,52
1941_12_11,1941,12,11,44
1941_12_12,1941,12,12,66
1941_12_13,1941,12,13,42
1941_12_14,1941,12,14,43
1941_12_15,1941,12,15,48
1941_12_16,1941,12,16,80
1941_12_17,1941,12,17,49
1941_12_18,1941,12,18,50
1941_12_19,1941,12,19,51
1941_12_20,1941,12,20,54
1941_12_21,1941,12,21,52
1941_12_22,1941,12,22,47
1941_12_23,1941,12,23,59
1941_12_24,1941,12,24,55
1941_12_25,1941,12,25,84
1941_12_26,1941,12,26,62
1941_12_27,1941,12,27,48
1941_12_28,1941,12,28,64
1941_12_29,1941,12,29,54
1941_12_30,1941,12,30,45
1941_12_31,1941,12,31,57
1942_01_01,1942,1,1,287
1942_01_02,1942,1,2,85
1942_01_03,1942,1,3,76
1942_01_04,1942,1,4,75
1942_01_05,1942,1,5,79
1942_01_06,1942,1,6,75
1942_01_07,1942,1,7,78
1942_01_08,1942,1,8,77
1942_01_09,1942,1,9,59
1942_01_10,1942,1,10,77
1942_01_11,1942,1,11,71
1942_01_12,1942,1,12,67
1942_01_13,1942,1,13,57
1942_01_14,1942,1,14,62
1942_01_15,1942,1,15,64
1942_01_16,1942,1,16,78
1942_01_17,1942,1,17,68
1942_01_18,1942,1,18,55
1942_01_19,1942,1,19,46
1942_01_20,1942,1,20,75
1942_01_21,1942,1,21,53
1942_01_22,1942,1,22,67
1942_01_23,1942,1,23,60
1942_01_24,1942,1,24,57
1942_01_25,1942,1,25,53
1942_01_26,1942,1,26,50
1942_01_27,1942,1,27,41
1942_01_28,1942,1,28,61
1942_01_29,1942,1,29,76
1942_01_30,1942,1,30,58
1942_01_31,1942,1,31,49
1942_02_01,1942,2,1,84
1942_02_02,1942,2,2,141
1942_02_03,1942,2,3,70
1942_02_04,1942,2,4,76
1942_02_05,1942,2,5,63
1942_02_06,1942,2,6,62
1942_02_07,1942,2,7,63
1942_02_08,1942,2,8,74
1942_02_09,1942,2,9,61
1942_02_10,1942,2,10,73
1942_02_11,1942,2,11,50
1942_02_12,1942,2,12,75
1942_02_13,1942,2,13,69
1942_02_14,1942,2,14,56
1942_02_15,1942,2,15,65
1942_02_16,1942,2,16,66
1942_02_17,1942,2,17,59
1942_02_18,1942,2,18,66
1942_02_19,1942,2,19,53
1942_02_20,1942,2,20,53
1942_02_21,1942,2,21,68
1942_02_22,1942,2,22,65
1942_02_23,1942,2,23,63
1942_02_24,1942,2,24,51
1942_02_25,1942,2,25,72
1942_02_26,1942,2,26,54
1942_02_27,1942,2,27,54
1942_02_28,1942,2,28,83
1942_03_01,1942,3,1,79
1942_03_02,1942,3,2,81
1942_03_03,1942,3,3,98
1942_03_04,1942,3,4,77
1942_03_05,1942,3,5,68
1942_03_06,1942,3,6,69
1942_03_07,1942,3,7,77
1942_03_08,1942,3,8,65
1942_03_09,1942,3,9,55
1942_03_10,1942,3,10,91
1942_03_11,1942,3,11,46
1942_03_12,1942,3,12,87
1942_03_13,1942,3,13,63
1942_03_14,1942,3,14,61
1942_03_15,1942,3,15,81
1942_03_16,1942,3,16,63
1942_03_17,1942,3,17,58
1942_03_18,1942,3,18,54
1942_03_19,1942,3,19,54
1942_03_20,1942,3,20,71
1942_03_21,1942,3,21,48
1942_03_22,1942,3,22,68
1942_03_23,1942,3,23,67
1942_03_24,1942,3,24,61
1942_03_25,1942,3,25,72
1942_03_26,1942,3,26,67
1942_03_27,1942,3,27,54
1942_03_28,1942,3,28,62
1942_03_29,1942,3,29,57
1942_03_30,1942,3,30,56
1942_03_31,1942,3,31,47
1942_04_01,1942,4,1,65
1942_04_02,1942,4,2,82
1942_04_03,1942,4,3,54
1942_04_04,1942,4,4,87
1942_04_05,1942,4,5,70
1942_04_06,1942,4,6,67
1942_04_07,1942,4,7,75
1942_04_08,1942,4,8,62
1942_04_09,1942,4,9,59
1942_04_10,1942,4,10,83
1942_04_11,1942,4,11,69
1942_04_12,1942,4,12,95
1942_04_13,1942,4,13,65
1942_04_14,1942,4,14,76
1942_04_15,1942,4,15,72
1942_04_16,1942,4,16,64
1942_04_17,1942,4,17,71
1942_04_18,1942,4,18,59
1942_04_19,1942,4,19,70
1942_04_20,1942,4,20,80
1942_04_21,1942,4,21,63
1942_04_22,1942,4,22,74
1942_04_23,1942,4,23,65
1942_04_24,1942,4,24,77
1942_04_25,1942,4,25,52
1942_04_26,1942,4,26,52
1942_04_27,1942,4,27,63
1942_04_28,1942,4,28,52
1942_04_29,1942,4,29,45
1942_04_30,1942,4,30,48
1942_05_01,1942,5,1,85
1942_05_02,1942,5,2,56
1942_05_03,1942,5,3,74
1942_05_04,1942,5,4,65
1942_05_05,1942,5,5,85
1942_05_06,1942,5,6,67
1942_05_07,1942,5,7,56
1942_05_08,1942,5,8,75
1942_05_09,1942,5,9,53
1942_05_10,1942,5,10,66
1942_05_11,1942,5,11,54
1942_05_12,1942,5,12,60
1942_05_13,1942,5,13,42
1942_05_14,1942,5,14,61
1942_05_15,1942,5,15,71
1942_05_16,1942,5,16,68
1942_05_17,1942,5,17,52
1942_05_18,1942,5,18,72
1942_05_19,1942,5,19,57
1942_05_20,1942,5,20,71
1942_05_21,1942,5,21,61
1942_05_22,1942,5,22,49
1942_05_23,1942,5,23,65
1942_05_24,1942,5,24,72
1942_05_25,1942,5,25,66
1942_05_26,1942,5,26,54
1942_05_27,1942,5,27,55
1942_05_28,1942,5,28,64
1942_05_29,1942,5,29,53
1942_05_30,1942,5,30,57
1942_05_31,1942,5,31,63
1942_06_01,1942,6,1,66
1942_06_02,1942,6,2,88
1942_06_03,1942,6,3,65
1942_06_04,1942,6,4,79
1942_06_05,1942,6,5,69
1942_06_06,1942,6,6,149
1942_06_07,1942,6,7,73
1942_06_08,1942,6,8,70
1942_06_09,1942,6,9,68
1942_06_10,1942,6,10,92
1942_06_11,1942,6,11,70
1942_06_12,1942,6,12,76
1942_06_13,1942,6,13,64
1942_06_14,1942,6,14,59
1942_06_15,1942,6,15,90
1942_06_16,1942,6,16,97
1942_06_17,1942,6,17,78
1942_06_18,1942,6,18,70
1942_06_19,1942,6,19,69
1942_06_20,1942,6,20,61
1942_06_21,1942,6,21,59
1942_06_22,1942,6,22,63
1942_06_23,1942,6,23,64
1942_06_24,1942,6,24,64
1942_06_25,1942,6,25,71
1942_06_26,1942,6,26,73
1942_06_27,1942,6,27,75
1942_06_28,1942,6,28,59
1942_06_29,1942,6,29,49
1942_06_30,1942,6,30,64
1942_07_01,1942,7,1,107
1942_07_02,1942,7,2,63
1942_07_03,1942,7,3,56
1942_07_04,1942,7,4,55
1942_07_05,1942,7,5,81
1942_07_06,1942,7,6,70
1942_07_07,1942,7,7,92
1942_07_08,1942,7,8,62
1942_07_09,1942,7,9,39
1942_07_10,1942,7,10,74
1942_07_11,1942,7,11,58
1942_07_12,1942,7,12,70
1942_07_13,1942,7,13,52
1942_07_14,1942,7,14,69
1942_07_15,1942,7,15,83
1942_07_16,1942,7,16,71
1942_07_17,1942,7,17,65
1942_07_18,1942,7,18,55
1942_07_19,1942,7,19,64
1942_07_20,1942,7,20,45
1942_07_21,1942,7,21,70
1942_07_22,1942,7,22,48
1942_07_23,1942,7,23,56
1942_07_24,1942,7,24,49
1942_07_25,1942,7,25,61
1942_07_26,1942,7,26,54
1942_07_27,1942,7,27,56
1942_07_28,1942,7,28,67
1942_07_29,1942,7,29,59
1942_07_30,1942,7,30,60
1942_07_31,1942,7,31,47
1942_08_01,1942,8,1,61
1942_08_02,1942,8,2,61
1942_08_03,1942,8,3,64
1942_08_04,1942,8,4,66
1942_08_05,1942,8,5,74
1942_08_06,1942,8,6,74
1942_08_07,1942,8,7,64
1942_08_08,1942,8,8,97
1942_08_09,1942,8,9,71
1942_08_10,1942,8,10,79
1942_08_11,1942,8,11,67
1942_08_12,1942,8,12,75
1942_08_13,1942,8,13,48
1942_08_14,1942,8,14,62
1942_08_15,1942,8,15,84
1942_08_16,1942,8,16,69
1942_08_17,1942,8,17,67
1942_08_18,1942,8,18,64
1942_08_19,1942,8,19,60
1942_08_20,1942,8,20,68
1942_08_21,1942,8,21,61
1942_08_22,1942,8,22,63
1942_08_23,1942,8,23,46
1942_08_24,1942,8,24,67
1942_08_25,1942,8,25,71
1942_08_26,1942,8,26,70
1942_08_27,1942,8,27,79
1942_08_28,1942,8,28,69
1942_08_29,1942,8,29,57
1942_08_30,1942,8,30,33
1942_08_31,1942,8,31,47
1942_09_01,1942,9,1,69
1942_09_02,1942,9,2,67
1942_09_03,1942,9,3,69
1942_09_04,1942,9,4,48
1942_09_05,1942,9,5,58
1942_09_06,1942,9,6,63
1942_09_07,1942,9,7,74
1942_09_08,1942,9,8,69
1942_09_09,1942,9,9,79
1942_09_10,1942,9,10,52
1942_09_11,1942,9,11,92
1942_09_12,1942,9,12,82
1942_09_13,1942,9,13,60
1942_09_14,1942,9,14,70
1942_09_15,1942,9,15,81
1942_09_16,1942,9,16,79
1942_09_17,1942,9,17,57
1942_09_18,1942,9,18,62
1942_09_19,1942,9,19,64
1942_09_20,1942,9,20,73
1942_09_21,1942,9,21,74
1942_09_22,1942,9,22,91
1942_09_23,1942,9,23,71
1942_09_24,1942,9,24,74
1942_09_25,1942,9,25,80
1942_09_26,1942,9,26,64
1942_09_27,1942,9,27,81
1942_09_28,1942,9,28,69
1942_09_29,1942,9,29,68
1942_09_30,1942,9,30,62
1942_10_01,1942,10,1,71
1942_10_02,1942,10,2,72
1942_10_03,1942,10,3,79
1942_10_04,1942,10,4,57
1942_10_05,1942,10,5,60
1942_10_06,1942,10,6,71
1942_10_07,1942,10,7,64
1942_10_08,1942,10,8,63
1942_10_09,1942,10,9,71
1942_10_10,1942,10,10,117
1942_10_11,1942,10,11,68
1942_10_12,1942,10,12,93
1942_10_13,1942,10,13,63
1942_10_14,1942,10,14,66
1942_10_15,1942,10,15,65
1942_10_16,1942,10,16,76
1942_10_17,1942,10,17,58
1942_10_18,1942,10,18,71
1942_10_19,1942,10,19,67
1942_10_20,1942,10,20,59
1942_10_21,1942,10,21,70
1942_10_22,1942,10,22,60
1942_10_23,1942,10,23,52
1942_10_24,1942,10,24,48
1942_10_25,1942,10,25,68
1942_10_26,1942,10,26,64
1942_10_27,1942,10,27,65
1942_10_28,1942,10,28,62
1942_10_29,1942,10,29,54
1942_10_30,1942,10,30,49
1942_10_31,1942,10,31,55
1942_11_01,1942,11,1,78
1942_11_02,1942,11,2,51
1942_11_03,1942,11,3,66
1942_11_04,1942,11,4,68
1942_11_05,1942,11,5,68
1942_11_06,1942,11,6,58
1942_11_07,1942,11,7,67
1942_11_08,1942,11,8,65
1942_11_09,1942,11,9,46
1942_11_10,1942,11,10,84
1942_11_11,1942,11,11,95
1942_11_12,1942,11,12,65
1942_11_13,1942,11,13,54
1942_11_14,1942,11,14,62
1942_11_15,1942,11,15,62
1942_11_16,1942,11,16,64
1942_11_17,1942,11,17,60
1942_11_18,1942,11,18,66
1942_11_19,1942,11,19,59
1942_11_20,1942,11,20,66
1942_11_21,1942,11,21,49
1942_11_22,1942,11,22,82
1942_11_23,1942,11,23,69
1942_11_24,1942,11,24,64
1942_11_25,1942,11,25,77
1942_11_26,1942,11,26,50
1942_11_27,1942,11,27,56
1942_11_28,1942,11,28,61
1942_11_29,1942,11,29,71
1942_11_30,1942,11,30,69
1942_12_01,1942,12,1,61
1942_12_02,1942,12,2,78
1942_12_03,1942,12,3,53
1942_12_04,1942,12,4,63
1942_12_05,1942,12,5,83
1942_12_06,1942,12,6,64
1942_12_07,1942,12,7,54
1942_12_08,1942,12,8,56
1942_12_09,1942,12,9,57
1942_12_10,1942,12,10,59
1942_12_11,1942,12,11,80
1942_12_12,1942,12,12,94
1942_12_13,1942,12,13,59
1942_12_14,1942,12,14,65
1942_12_15,1942,12,15,86
1942_12_16,1942,12,16,99
1942_12_17,1942,12,17,45
1942_12_18,1942,12,18,69
1942_12_19,1942,12,19,67
1942_12_20,1942,12,20,59
1942_12_21,1942,12,21,64
1942_12_22,1942,12,22,73
1942_12_23,1942,12,23,66
1942_12_24,1942,12,24,89
1942_12_25,1942,12,25,118
1942_12_26,1942,12,26,79
1942_12_27,1942,12,27,67
1942_12_28,1942,12,28,55
1942_12_29,1942,12,29,62
1942_12_30,1942,12,30,58
1942_12_31,1942,12,31,70
1943_01_01,1943,1,1,236
1943_01_02,1943,1,2,73
1943_01_03,1943,1,3,71
1943_01_04,1943,1,4,59
1943_01_05,1943,1,5,53
1943_01_06,1943,1,6,50
1943_01_07,1943,1,7,67
1943_01_08,1943,1,8,48
1943_01_09,1943,1,9,59
1943_01_10,1943,1,10,65
1943_01_11,1943,1,11,50
1943_01_12,1943,1,12,59
1943_01_13,1943,1,13,55
1943_01_14,1943,1,14,57
1943_01_15,1943,1,15,74
1943_01_16,1943,1,16,41
1943_01_17,1943,1,17,52
1943_01_18,1943,1,18,51
1943_01_19,1943,1,19,45
1943_01_20,1943,1,20,67
1943_01_21,1943,1,21,54
1943_01_22,1943,1,22,45
1943_01_23,1943,1,23,57
1943_01_24,1943,1,24,52
1943_01_25,1943,1,25,55
1943_01_26,1943,1,26,58
1943_01_27,1943,1,27,56
1943_01_28,1943,1,28,49
1943_01_29,1943,1,29,60
1943_01_30,1943,1,30,43
1943_01_31,1943,1,31,60
1943_02_01,1943,2,1,61
1943_02_02,1943,2,2,91
1943_02_03,1943,2,3,86
1943_02_04,1943,2,4,66
1943_02_05,1943,2,5,66
1943_02_06,1943,2,6,64
1943_02_07,1943,2,7,64
1943_02_08,1943,2,8,62
1943_02_09,1943,2,9,61
1943_02_10,1943,2,10,75
1943_02_11,1943,2,11,55
1943_02_12,1943,2,12,58
1943_02_13,1943,2,13,48
1943_02_14,1943,2,14,55
1943_02_15,1943,2,15,57
1943_02_16,1943,2,16,62
1943_02_17,1943,2,17,68
1943_02_18,1943,2,18,67
1943_02_19,1943,2,19,62
1943_02_20,1943,2,20,65
1943_02_21,1943,2,21,71
1943_02_22,1943,2,22,53
1943_02_23,1943,2,23,65
1943_02_24,1943,2,24,63
1943_02_25,1943,2,25,60
1943_02_26,1943,2,26,72
1943_02_27,1943,2,27,58
1943_02_28,1943,2,28,78
1943_03_01,1943,3,1,56
1943_03_02,1943,3,2,68
1943_03_03,1943,3,3,117
1943_03_04,1943,3,4,62
1943_03_05,1943,3,5,73
1943_03_06,1943,3,6,67
1943_03_07,1943,3,7,65
1943_03_08,1943,3,8,64
1943_03_09,1943,3,9,49
1943_03_10,1943,3,10,76
1943_03_11,1943,3,11,67
1943_03_12,1943,3,12,83
1943_03_13,1943,3,13,66
1943_03_14,1943,3,14,59
1943_03_15,1943,3,15,77
1943_03_16,1943,3,16,76
1943_03_17,1943,3,17,59
1943_03_18,1943,3,18,53
1943_03_19,1943,3,19,56
1943_03_20,1943,3,20,54
1943_03_21,1943,3,21,67
1943_03_22,1943,3,22,52
1943_03_23,1943,3,23,77
1943_03_24,1943,3,24,55
1943_03_25,1943,3,25,60
1943_03_26,1943,3,26,62
1943_03_27,1943,3,27,69
1943_03_28,1943,3,28,57
1943_03_29,1943,3,29,57
1943_03_30,1943,3,30,57
1943_03_31,1943,3,31,36
1943_04_01,1943,4,1,75
1943_04_02,1943,4,2,57
1943_04_03,1943,4,3,88
1943_04_04,1943,4,4,103
1943_04_05,1943,4,5,68
1943_04_06,1943,4,6,56
1943_04_07,1943,4,7,64
1943_04_08,1943,4,8,47
1943_04_09,1943,4,9,50
1943_04_10,1943,4,10,64
1943_04_11,1943,4,11,75
1943_04_12,1943,4,12,70
1943_04_13,1943,4,13,58
1943_04_14,1943,4,14,66
1943_04_15,1943,4,15,62
1943_04_16,1943,4,16,74
1943_04_17,1943,4,17,69
1943_04_18,1943,4,18,56
1943_04_19,1943,4,19,44
1943_04_20,1943,4,20,61
1943_04_21,1943,4,21,57
1943_04_22,1943,4,22,58
1943_04_23,1943,4,23,57
1943_04_24,1943,4,24,55
1943_04_25,1943,4,25,63
1943_04_26,1943,4,26,59
1943_04_27,1943,4,27,54
1943_04_28,1943,4,28,58
1943_04_29,1943,4,29,51
1943_04_30,1943,4,30,51
1943_05_01,1943,5,1,70
1943_05_02,1943,5,2,61
1943_05_03,1943,5,3,61
1943_05_04,1943,5,4,63
1943_05_05,1943,5,5,70
1943_05_06,1943,5,6,73
1943_05_07,1943,5,7,71
1943_05_08,1943,5,8,57
1943_05_09,1943,5,9,58
1943_05_10,1943,5,10,66
1943_05_11,1943,5,11,60
1943_05_12,1943,5,12,64
1943_05_13,1943,5,13,58
1943_05_14,1943,5,14,52
1943_05_15,1943,5,15,75
1943_05_16,1943,5,16,84
1943_05_17,1943,5,17,59
1943_05_18,1943,5,18,66
1943_05_19,1943,5,19,52
1943_05_20,1943,5,20,69
1943_05_21,1943,5,21,51
1943_05_22,1943,5,22,57
1943_05_23,1943,5,23,63
1943_05_24,1943,5,24,56
1943_05_25,1943,5,25,73
1943_05_26,1943,5,26,64
1943_05_27,1943,5,27,56
1943_05_28,1943,5,28,55
1943_05_29,1943,5,29,52
1943_05_30,1943,5,30,45
1943_05_31,1943,5,31,53
1943_06_01,1943,6,1,64
1943_06_02,1943,6,2,57
1943_06_03,1943,6,3,82
1943_06_04,1943,6,4,65
1943_06_05,1943,6,5,55
1943_06_06,1943,6,6,119
1943_06_07,1943,6,7,71
1943_06_08,1943,6,8,75
1943_06_09,1943,6,9,60
1943_06_10,1943,6,10,83
1943_06_11,1943,6,11,64
1943_06_12,1943,6,12,89
1943_06_13,1943,6,13,44
1943_06_14,1943,6,14,77
1943_06_15,1943,6,15,62
1943_06_16,1943,6,16,84
1943_06_17,1943,6,17,76
1943_06_18,1943,6,18,47
1943_06_19,1943,6,19,58
1943_06_20,1943,6,20,72
1943_06_21,1943,6,21,46
1943_06_22,1943,6,22,57
1943_06_23,1943,6,23,62
1943_06_24,1943,6,24,62
1943_06_25,1943,6,25,71
1943_06_26,1943,6,26,63
1943_06_27,1943,6,27,75
1943_06_28,1943,6,28,81
1943_06_29,1943,6,29,61
1943_06_30,1943,6,30,65
1943_07_01,1943,7,1,95
1943_07_02,1943,7,2,67
1943_07_03,1943,7,3,72
1943_07_04,1943,7,4,53
1943_07_05,1943,7,5,49
1943_07_06,1943,7,6,60
1943_07_07,1943,7,7,92
1943_07_08,1943,7,8,63
1943_07_09,1943,7,9,71
1943_07_10,1943,7,10,67
1943_07_11,1943,7,11,65
1943_07_12,1943,7,12,63
1943_07_13,1943,7,13,44
1943_07_14,1943,7,14,72
1943_07_15,1943,7,15,70
1943_07_16,1943,7,16,84
1943_07_17,1943,7,17,56
1943_07_18,1943,7,18,67
1943_07_19,1943,7,19,58
1943_07_20,1943,7,20,78
1943_07_21,1943,7,21,66
1943_07_22,1943,7,22,64
1943_07_23,1943,7,23,60
1943_07_24,1943,7,24,62
1943_07_25,1943,7,25,64
1943_07_26,1943,7,26,54
1943_07_27,1943,7,27,67
1943_07_28,1943,7,28,43
1943_07_29,1943,7,29,56
1943_07_30,1943,7,30,57
1943_07_31,1943,7,31,57
1943_08_01,1943,8,1,79
1943_08_02,1943,8,2,62
1943_08_03,1943,8,3,61
1943_08_04,1943,8,4,68
1943_08_05,1943,8,5,60
1943_08_06,1943,8,6,71
